locName,region
"Pampa Larga, -52.104x-71.073",Magallanes
"Pampa Larga, -52.1x-70.683",Magallanes
"Pampa Larga, -52.106x-70.401",Magallanes
"Pampa Larga, -52.108x-70.274",Magallanes
"Pampa Larga, -52.109x-70.254",Magallanes
Paine,Región Metropolitana de Santiago
"Pampa Larga, -52.261x-69.737",Magallanes
Bahía de Huildad,Los Lagos
"CL-Magallanes and Antartica Chilena-Torres del Paine - -51,2535x-72,3414 - 16 Jan 2016, 7:30 AM",Magallanes
"CL-Bío-Bío-Quirihue-4000000 - -36,2688x-72,5142",Ñuble
Plaza Uruguay,Región Metropolitana de Santiago
Río Seco--Costanera,Magallanes
Camino a Punta Choros,Coquimbo
Puerto Natales Muelle Gaffo,Magallanes
Sector Calafate,Magallanes
"Beagle Channel Return-54.4661x-68.0905-Jan 18, 2016",Magallanes
RN Las Vicuñas--Ancalle,Arica y Parinacota
Laguna kilómetro 35 aprox,Magallanes
Cruce Tte Merino,Magallanes
"CL-Aysén del General Carlos Ibáñez del Campo-Guaitecas - -43,8837x-73,7379 - 18-07-2016 01:34",Aisén del General Carlos Ibáñez del Campo
"PN Torres del Paine, Laguna entre Lagos Pehoé y Sarmiento -51.062x-72.96",Magallanes
Sector Prat,Magallanes
El Maiten -Lumaco,Araucanía
"Drake Passage Return-55.1781x-66.3560 - Jan 17, 2016, 2:44 PM",Magallanes
"-52,1281x-70,0754 - 17-01-2016 13:46",Magallanes
"-43.0892x-73.7222 - Jan 17, 2016, 1:45 PM",Los Lagos
"Drake Strait-55.4885x-66.4178 - Jan 17, 2016, 1:27 PM",Magallanes
CL--Los Lagos--La Arena,Los Lagos
Laguna camino a Pali Aike,Magallanes
Chapiquiña--Estación hidroeléctrica,Arica y Parinacota
"Drake Passage Return-55.9179x-66.8268 - Jan 17, 2016, 11:37 AM",Magallanes
Casa mama,Valparaíso
"Drake Passage Return-55.9950x-67.2397 - Jan 17, 2016, 10:40 AM",Magallanes
"Drake Passage Return-56.1348x-67.3050 - Jan 17, 2016, 10:01 AM",Magallanes
Cordillera costera  Antofagasta,Antofagasta
"Drake Passage Return-56.5006x-67.1712 - Jan 17, 2016, 8:26 AM",Magallanes
El Hinojal valle de elqui la serena Chile,Coquimbo
Planta de tratamiento de aguas residuales Condominio San Marcos,Antofagasta
Hoteles Apacheta y Arica,Arica y Parinacota
CL--Magallanes--Rd to Sierra Baguales,Magallanes
CL--Magallanes--Hwy 9 lake,Magallanes
CL--Magallanes--Hwy 9 at TJG Airport,Magallanes
Tignamar nuevo,Arica y Parinacota
"-50,7835x-72,4132 - 18-01-2016 15:03",Magallanes
Quetalco,Los Lagos
"-50,8503x-72,3918 - 18-01-2016 13:54",Magallanes
"Sierra Baguales, Vega Portón 5 -50.741x-72.415",Magallanes
Sierra Baguales - cruze de estero,Magallanes
Loberas Punta tames,Antofagasta
"Sierra Baguales, Laguna y Barranco Portón 4 -50.75x-72.418",Magallanes
RN Las Vicuñas--Pailcoaillo,Arica y Parinacota
"Sierra Baguales, Vega bifurcación Las Chinas/Baguales -50.869x-72.395",Magallanes
"Sierra Baguales, entrada Estancia Sierra Leona -50.885x-72.373",Magallanes
CL--Magallanes--Punta Arenas waterfront,Magallanes
"Tierra Patagonia, Lago Sarmiento, Torres del Paine, Chile",Magallanes
"Torres Del Paine National Park, Chile",Magallanes
CL--Magallanes--Y65 N Porvenir,Magallanes
CL--Magallanes--Y65 Puerto Percy,Magallanes
-59.08x-66.292 - 2016-01-31 11:39,Magallanes
Universidad La Serena,Coquimbo
Litueche,Libertador General Bernardo O'Higgins
cordon arauco,Magallanes
-58.215x-65.775 - 2016-01-31 11:32,Magallanes
CL--Magallanes--Hwy 255 San Gregorio E,Magallanes
"Agua Fresca, Punta Arenas",Magallanes
-57.965x-65.626 - 2016-01-31 11:29,Magallanes
A-27 entre pampa algodonal y las peñas,Arica y Parinacota
Ea. Cerro Guido--Condoreras,Magallanes
RN Malleco,Araucanía
-57.26x-65.257 - 2016-01-31 09:41,Magallanes
Río Vitor--Desembocadura,Arica y Parinacota
Resolver Forecos,Los Ríos
-56.995x-65.246 - 2016-01-31 09:40,Magallanes
Acceso Sarmiento,Magallanes
Laguna atravesada por camino,Magallanes
"CL-Bío-Bío-Cobquecura-N-114 - -36,1445x-72,8044",Ñuble
La Junta,Los Lagos
-56.629x-65.597 - 2016-01-31 09:32,Magallanes
-56.377x-65.823 - 2016-01-31 09:29,Magallanes
-56.143x-65.992 - 2016-01-31 09:25,Magallanes
Parque Tepuhueico,Los Lagos
Laguna  de Puerto Prat,Magallanes
Laguna al lado lago porteño,Magallanes
Universidad de Concepción,Bío-Bío
CL--Magallanes--Y71 Bahia Inutil 3,Magallanes
CL--Magallanes--Y71 Bahia Inutil 2,Magallanes
CL--Magallanes--Y71 Bahia Inutil,Magallanes
Patio de Ovco,Coquimbo
Torres del Paine (Administración),Magallanes
CL--Magallanes--Y-71 N side of Bahia Inutil,Magallanes
Hornitos,Antofagasta
CL--Magallanes--Laguna de Los Cisnes,Magallanes
CL--Magallanes--Y629 near Porvenir Airport,Magallanes
"CL-Región de Antofagasta-Antofagasta-Av Ejército - -23,686x-70,419",Antofagasta
Chamiza--south mudflats,Los Lagos
"-41.5421x-72.7479 - Jan 21, 2016, 4:36 PM",Los Lagos
Playa Chacaya,Antofagasta
"-41.5528x-73.1644 - Jan 21, 2016, 12:36 PM",Los Lagos
"CL-XI Región-Cisnes - -44,132x-72,197 - 9/2/2016 10:23",Aisén del General Carlos Ibáñez del Campo
"Lagune Tres Puentes, Punta Arena",Magallanes
NOLS Patagonia HQ,Aisén del General Carlos Ibáñez del Campo
Laguna Lo Mendez,Bío-Bío
"CL-Bío-Bío-Talcahuano-4260000 - -36,7742x-73,0742",Bío-Bío
"CL-Bío-Bío-Talcahuano-4260000 - -36,7744x-73,0740",Bío-Bío
"CL-Bío-Bío-Talcahuano-Oceano Pacifico - -36,6949x-73,0854",Bío-Bío
Sea Explorer 2016-01-22 1250,Magallanes
Atrás de Peña blanca,Valparaíso
CL--Magallanes--Hwy 255 San Gregorio,Magallanes
"-41.2546x-73.0099 - Jan 22, 2016, 12:05 PM",Los Lagos
Cofradía náutica,Valparaíso
Llanquihue--Humedal Las Ranas,Los Lagos
"Balneario Flamenco, Playa",Atacama
"-39,7060x-73,2993 - 23-01-2016 20:54",Los Ríos
Puente Pullihue,Los Lagos
Bahía Guapilacuy,Los Lagos
Playa Guapacho,Los Lagos
Lago Windhond,Magallanes
Corral,Los Ríos
"-41.7986x-73.4725 - Jan 23, 2016, 11:57 AM",Los Lagos
"CL-Biobío-Pinto - -36.9218x-71.4093 - Jan 24, 2016, 10:48",Ñuble
"Osorno, río Damas-camping",Los Lagos
"CL-Bío-Bío-Cobquecura-3990000 - -36,1957x-72,6910",Ñuble
Cerro San Cristóbal--Sector Zapadores,Región Metropolitana de Santiago
"CL-Libertador General Bernardo O'Higgins-Rancagua-Calle Queb del Arriero - -34,1788x-70,7043",Libertador General Bernardo O'Higgins
Estero Coipomo--Puente Pudeto,Los Lagos
Agua Grande,Coquimbo
"Cruce hacia Santa Gracia,",Coquimbo
Gualliguaica--Puclaro,Coquimbo
El Molle (Vicuña),Coquimbo
"-52,1102x-69,7061 - 24-01-2016 13:57",Magallanes
Estación Esturial de Quempillén,
Quebrada Guanaco - La chimba,Antofagasta
Hueldén,Los Lagos
Las Brisas de Chicureo,Región Metropolitana de Santiago
"-58.7368x-64.2147 - Jan 25, 2016, 4:37 PM",Magallanes
Drake Passage  No. 7,Magallanes
Cruising Torres del Paine National Park,Magallanes
"CL-Metropolitana de Santiago-Estación Central-Universidad De Santiago De Chile - -33,4491x-70,6821",Región Metropolitana de Santiago
Pilpilehue,Los Lagos
"CL-Los Ríos-Valdivia-Avenida Los Lingues - -39,8076x-73,2561",Los Ríos
Vegas de Chivilcán,Araucanía
"CL-Bío-Bío-Pinto - -36,9054x-71,4009 - 25-01-2016 11:40 p.m.",
NOLS Campsite 2,Aisén del General Carlos Ibáñez del Campo
"CL-Metropolitana de Santiago-Lampa-Calle Dona Elisa - -33,3032x-70,7355",Región Metropolitana de Santiago
Purranque,Los Lagos
Open sea west coast of Chile,
Beagle Channel  No. 1,
Laguna La señoraza,
"-55.5598x-66.3049 - Jan 26, 2016, 2:10 PM",
Drake Passage  No. 13,
"Villa Triana, Rancagua",
Parque Rupestre Monte Aranda,
Rio San Pedro a Faro San Isidro,Magallanes
Drake Passage  No. 12,
NOLS Campsite 3,Aisén del General Carlos Ibáñez del Campo
Calén,Los Lagos
"-56.1445x-66.1461 - Jan 26, 2016, 10:37 AM",Magallanes
Drake Passage  No. 10,
"-56.6009x-65.7069 - Jan 26, 2016, 7:14 AM",Magallanes
Laguna Azul,Magallanes
"Localidad Desconocida - -36,028x-72,524 - ene 27, 2016 20:49",
Downhill in direction of NOLS Campsite 5,Aisén del General Carlos Ibáñez del Campo
Villa Andrea,Magallanes
SN Bahía Lomas--Acceso este,Magallanes
waterfront area of village,Aisén del General Carlos Ibáñez del Campo
NOLS Campsite 4,Aisén del General Carlos Ibáñez del Campo
Pajonales,Maule
Huentelauquén Sur--Tranque Hacienda,Coquimbo
Brisas del sol,Bío-Bío
Isla Lagartija,Los Lagos
Hornito Norte,Antofagasta
"Lago Peñuelas, Ruta 68, Región de Valparaíso",Valparaíso
"CL-Región de Magallanes y de la Antártica Chilena-San Gregorio - -52,193x-69,215 - 03/02/2016 22:49",Magallanes
Puerto Natales Coastline,Magallanes
Chiloe Island,Los Lagos
Drake Passage 29 Jan 2016 21h39,Magallanes
Cruise ship route leaving Puerto Montt,Los Lagos
Espejo de agua cercano a Huentelauquén.,Coquimbo
Aduana Libertadores,Valparaíso
Canela Baja,Coquimbo
camino Curepto-La Trinchera,Maule
Avenida Brasil,Antofagasta
"CL-VII Región-Cauquenes - -36,055x-72,536 - feb 1, 2016 17:47",Maule
NOLS Campsite 5,Aisén del General Carlos Ibáñez del Campo
La Reserva Lodge,Aisén del General Carlos Ibáñez del Campo
Cabo Blanco Rio Cruces,Los Ríos
U-95,Los Lagos
U-55-V / U-99-V,Los Lagos
CL - -55.358x-66.433 - 2016-01-31 20:17,Magallanes
"Las Cascadas, Playa",Los Lagos
Drake Passage 30 Jan 2016 17h34,Magallanes
Drake Passage 30 Jan 2016 17h12,Magallanes
"Sendero por Las Cascadas, Rio Blanco",Los Lagos
Drake Passage 30 Jan 2016 16h43,Magallanes
Drake Passage 30 Jan 2016 16h07,Magallanes
Sheraton Santiago Hotel,Región Metropolitana de Santiago
CL-Santiago-Vitacura-Avenida Américo Vespucio Norte 1630-1650 - -33.3994x-70.5883,Región Metropolitana de Santiago
CL - -55.796x-66.672 - 2016-01-31 20:18,Magallanes
CL - -55.879x-66.75 - 2016-01-31 20:19,Magallanes
Lenga--Pueblo y Playa,Bío-Bío
"-32,9336x-71,0858 - 30-01-2016 12:19",Valparaíso
Cementerio de la Paz,Arica y Parinacota
-56.27x-66.578 - 2016-01-31 20:27,Magallanes
Bramaderos,Coquimbo
Sector La Portada,Antofagasta
11 Km E of Puerto Varas,Los Lagos
Cruise route Puerto Montt to Valpariso,Bío-Bío
NOLS Campsite 7,Aisén del General Carlos Ibáñez del Campo
NOLS Campsite 8,Aisén del General Carlos Ibáñez del Campo
Scrub near El Taco del Valle,Región Metropolitana de Santiago
Casa Cuesta Paposo,Antofagasta
Golfo del Corcovado,Aisén del General Carlos Ibáñez del Campo
"Y-905, Cabo de Hornos, Región de Magallanes y de la Antártica Chilena, CL (-54,925, -67,391)",Magallanes
"coastal Valparaiso, Chile",Valparaíso
Balneario Flamenco--Guanera,Atacama
Balneario Flamenco--cultivo de ostiones,Atacama
PN Alerce Andino--Laguna Chaiquenes,Los Lagos
"Tranque, Paposo",Antofagasta
Rio Emperador Guillermo - Estancia,Aisén del General Carlos Ibáñez del Campo
"Andacollito, CL",Coquimbo
"CL-Metropolitana de Santiago-María Pinto-9630000 - -33,5067x-71,1025",Región Metropolitana de Santiago
Interporturaria,Bío-Bío
"CL-Magallanes y La Antártica Chilena-Torres del Paine-Parque Nacional Torres del Paine - -51,0252x-73,0418",Magallanes
"CL-Bío-Bío-Lota-4210000 - -37,1351x-73,1465",Bío-Bío
Vegas Chorlo,Región Metropolitana de Santiago
"-33,6158x-70,0002 - 01-02-2016 12:19",Región Metropolitana de Santiago
"-33.6160x-69.9997 - Feb 1, 2016, 12:15 PM",Región Metropolitana de Santiago
Camino al Yeso,Región Metropolitana de Santiago
Upper Rio Simpson,Aisén del General Carlos Ibáñez del Campo
Ridgeline between NOLS Campsites 8 and 9,Aisén del General Carlos Ibáñez del Campo
"coast off Concepcion, Chile",Bío-Bío
"CL-Región Metropolitana-San Bernardo-153 Fontecilla - -33,584x-70,696",Región Metropolitana de Santiago
Punta Lapa,Los Lagos
Mirror Lake,Aisén del General Carlos Ibáñez del Campo
Ancud -41.822x-73.667 - 2016-02-02 22:40,Los Lagos
Viña Miguel Torres,Maule
"CL-Región Metropolitana-Lo Barnechea-12651 Florencia - -33,371x-70,516",Región Metropolitana de Santiago
Pargua,Los Lagos
PN Torres del Paine--Lago el Toro (administración CONAF),Magallanes
Los Vilos--Caleta San Pedro,Coquimbo
"Puerto Montt, Chile",Los Lagos
Rio Aisen,Aisén del General Carlos Ibáñez del Campo
Concha y Toro- Pirque,Región Metropolitana de Santiago
Lago Elizalde,Aisén del General Carlos Ibáñez del Campo
"Cape Horn, Chile",Magallanes
"CL-Magallanes and Antartica Chilena-Punta Arenas - -53.6840x-70.9739 - Feb 3, 2016, 11:02 PM",Magallanes
Concon ceca de Hosteria Vilches,Maule
Lago Colbun - Peninsula,Maule
"-41.8751x-73.6596 - Feb 3, 2016, 6:35 PM",Los Lagos
"-35.7023x-71.1000 - Feb 3, 2016, 6:26 PM",Maule
"CL-Región de Coquimbo-La Serena-1300 Av del Mar - -29,911x-71,274 - 03/02/2016 16:43",Coquimbo
"Salar De Ascotán, Vertiente 9",Antofagasta
Caleta Punta de Choros,Coquimbo
DICHATO,Bío-Bío
"Hullo Huilo Bilogical Reserve, Cabanas Mawidi",Los Ríos
Riñinahue,Los Ríos
Ruta Antakari 30.1516x-70.6760,Coquimbo
Candelario Mancilla,Aisén del General Carlos Ibáñez del Campo
Viña Tabalí,Coquimbo
orilla del serrano,Magallanes
"Puerto Aisen, Chile",Aisén del General Carlos Ibáñez del Campo
"Cabañas Oregon, Puerto Montt",Los Lagos
Paso Coyhaique,Aisén del General Carlos Ibáñez del Campo
Rio Simpson - Torreones Float,Aisén del General Carlos Ibáñez del Campo
Altos del Lircay - Piedras tacitas,Maule
"Cape Horn Monument Magallanes y la Antártica Chilena Region, Chi",Magallanes
Río Chovellen--Desembocadura,Maule
"CL-Región del Bío Bío-Los Ángeles - -37.494x-72.481 - feb 6, 2016 00:28",Bío-Bío
Constitución--Playa El Carbón,Maule
CL-Tarapacá-Iquique Airport,Tarapacá
Río Hurtado--Majada Quebrada La Piedra,Coquimbo
Majada La Laguna--Río Hurtado,Coquimbo
CL-Magallanes and Antartica Chilena-Punta Arenas-6200000 - -53.1536x-70.9882,Magallanes
"Chilean Fjords, Chile",Aisén del General Carlos Ibáñez del Campo
Villa O'Higgins- Sendero Pioneros,Aisén del General Carlos Ibáñez del Campo
Lago Atravesado,Aisén del General Carlos Ibáñez del Campo
NOLNOLS Campsite 10,Aisén del General Carlos Ibáñez del Campo
ex isla del Alacran,Arica y Parinacota
Volcán Puntiagudo--Acceso,Los Lagos
"Rio Hurtado, Sector La Laguna",Coquimbo
Puerto Yungay,Aisén del General Carlos Ibáñez del Campo
Viña Matetic,Valparaíso
"Rio Hurtado, Sector Coipitos.",Coquimbo
SN Humedal Angachilla,Los Ríos
Petrohué,Los Lagos
Ancud--Plaza De Armas,Los Lagos
"Rio Hurtado, Corral de Piedra",
Lago Cisnes,Aisén del General Carlos Ibáñez del Campo
"Parcelas, Huentelauquén",Coquimbo
Saltos De Petrohue - CL,Los Lagos
Santo Domingo - supermercado,
Isla Alejandro Selkirk,Valparaíso
Ruta F-90 (Orrego Arriba),
Plaza Las Heras y Palacio Cousiño,Región Metropolitana de Santiago
Río Calcurrupe,Los Ríos
Río Huenahue,
Hurtado Hacienda Los Andes,Coquimbo
Camino a Mirador Pehoé,Magallanes
"Sarmiento Canal, Chile",Magallanes
Jardim del mar,Valparaíso
"CL-Maule-Constitución-L-30-M - -35,4467x-72,2948",Maule
Upriver from NOLS Campsite 12,Aisén del General Carlos Ibáñez del Campo
"CL-XI Región-Guaitecas-repollal bajo - -43,887x-73,866",Aisén del General Carlos Ibáñez del Campo
Tenaun--Playa,Los Lagos
Río Tepu--Desembocadura,Los Lagos
Hostal La Gallardina,
Niebla,
Rte 9 - Punta Arenas to Puerto Zenteno,Magallanes
Sector Oeste de la Cadellada,Región Metropolitana de Santiago
"-35,5007x-72,3778 - 07-02-2016 10:43",Maule
Inicio de Canal Gabiel,Magallanes
CL-Los Lagos Region-Puerto Varas - -41.255x-72.777 - 2016-02-08 19:29,Los Lagos
Laguna los palos -- pastizales,Magallanes
PN Laguna San Rafael,Aisén del General Carlos Ibáñez del Campo
CL-Los Lagos Region-Frutillar,Los Lagos
Lago Vichuquén (desagüe),
Llanquihue-Presidente Jorge Alessandri,
Lago General Carreras,
"Portezuelo, division entre la quebrada del ensueño y Durazno",Región Metropolitana de Santiago
"CL-Playa Flamenco-CH-5 - -26,5711x-70,6820",Atacama
Cúpula Faro Monumental de La Serena,Coquimbo
"CL-Aysén del General Carlos Ibáñez del Campo-Chile Chico-CH-265 - -46,7708x-72,5847",Aisén del General Carlos Ibáñez del Campo
Cavo Negro,Magallanes
"-32.8540x-70.1371 - Feb 9, 2016, 5:39 PM",
Rio Paloma,Aisén del General Carlos Ibáñez del Campo
Ralún,
"Beagle Channel, Chile",
"-33.0290x-71.6992 - Feb 9, 2016, 11:30 AM",Valparaíso
"-33.0391x-71.8266 - Feb 9, 2016, 10:08 AM",Valparaíso
"Localidad Desconocida - -24,037x-70,458 - 09-02-2016 9:52",
"-33.0462x-71.7586 - Feb 9, 2016, 9:00 AM",
Av. Cesar Ercilla (Frente de Easy),Los Lagos
PN Lag San Rafael Camp,
Río Melipue--Desembocadura (Lago Maihue),Los Ríos
CL-Valparaiso-San Francisco De Limache,Valparaíso
Plaza Panamá,Región Metropolitana de Santiago
PN Patagonia--Lago Jeinimeni,
Laguna Verde (Los Lagos),Los Lagos
Las Salinas,
taltal,Antofagasta
Lago Todos los Santos,Los Lagos
Valle Exploradores,Aisén del General Carlos Ibáñez del Campo
Putemún--Humedal,Los Lagos
Quebrada Chivato,
RN Melimoyu,
Raúl Marín Balmaceda,
Vertiente 14,Antofagasta
Posesión,Magallanes
CL-Valparaiso-Limache-Carrera,Valparaíso
PN Patagonia--Cerca de la Frontera,Aisén del General Carlos Ibáñez del Campo
"Rio Las Leñas, cordillera Machali",
Glaciar del Sendero de Chile,Aisén del General Carlos Ibáñez del Campo
Casa 4-La Orilla,Maule
Ruta 9 entre Aeropuerto y cruce a TDF,
"CL-Región de Valparaíso-Isla de Pascua - -27.16x-109.423 - feb. 12, 2016 19:45",Valparaíso
"Caleta Los Corrales, Punta De Choros",
Tranque de Rungue,Región Metropolitana de Santiago
Rocas de Santo Domingo--Playa,Valparaíso
Cerro Bandera,Magallanes
Chaitén,Los Lagos
Mincha Sur,Coquimbo
poza llaicha,
Providencia (Suecia),Región Metropolitana de Santiago
"-42.7118x-73.9367 - Feb 13, 2016, 5:35 PM",Los Lagos
"Road to Lago Tepuhueico, roadside stop",Los Lagos
"Parque Nacional Alerce Costero, sendero Alerce Milenario",Los Ríos
Cruce a Puluqui,Los Lagos
Aguada Casa Azul Paposo,
Pumalin Sur,
"-42.3983x-73.6742 - Feb 13, 2016, 2:12 PM",Los Lagos
Astillero,
"Quebrada Peralito, Paposo",Antofagasta
Humedal Vega Puquíos,Coquimbo
RN Río Simpson,
Playa negra,Valparaíso
Plantación CELCO Santa Olga,Maule
Altovalsol--Marquesa Valle del Elqui,Coquimbo
Road W-856 random owling stop,Los Lagos
CL-Magallanes and Antartica Chilena-Punta Arenas-Calle Costanera - -53.1652x-70.9038,Magallanes
Tranque El Convento,Valparaíso
PN Chiloé--Humedal Chanquín,Los Lagos
Transbordador Dalcahue-Isla Quinchao,Los Lagos
Camino a Pto Godoy,Los Lagos
Horcón Bajo (Pueblo Artesanal),Coquimbo
Puerto Godoy,
Parque nacional Nahuelbuta,Araucanía
Cerro cinchao,Aisén del General Carlos Ibáñez del Campo
Vallecito,Región Metropolitana de Santiago
islote albatros,
Hanga Roa (La Caleta),
"Islotes Motu Iti, Motu Nui y Motu Kao Kao",Valparaíso
Laguna Pulul,
Santuario El Cañi,Araucanía
Sector Rio Sta Maria (San Juan),
Río Puacura--Desembocadura,Los Lagos
La Cebada,Coquimbo
fondeo en fiordo parry,Magallanes
Plaza las Pumas,Región Metropolitana de Santiago
Torres del Paine gen,Magallanes
road to donde Jorge,Magallanes
islote Ainsworth,
"-27,1715x-109,4254 - 16-02-2016 18:06",
ingreso a bahia ainsworth,Magallanes
PN Chiloé--área camping,Los Lagos
"CL-Región del Bío Bío-Mulchén - -37.758x-72.05 - feb 18, 2016 23:34",Bío-Bío
Salar De Ascotán--Vertiente 12,Antofagasta
parque aiken del sur,Aisén del General Carlos Ibáñez del Campo
"La Serena Golf--Playa, Dunas y Cancha",Coquimbo
Ahu Tongariki,Valparaíso
"CL-III Región-Vallenar-149 Longitudinal Norte, Sector: Punta Colorada - Portezuelo Las Bombas - -28,944x-70,889",Atacama
Playa,
Entrance of the Beagle Channel,Magallanes
"-32.4197x-71.3996 - Sep 27, 2014, 20:58",Valparaíso
playa de bahia ainsworth,
canal gabriel,Magallanes
boca canal gabriel,Magallanes
"CL-Valparaíso-Isla de Pascua-Islas del Océano - -27,1611x-109,4420",Valparaíso
Laguna calafate,Magallanes
Laguna Guanaco,Magallanes
Salar de Carcote 6,Antofagasta
Los Ojos del Caburgua,Araucanía
Lagunas Las Mellizas,Magallanes
Salar de Carcote 4,Antofagasta
Laguna Blanquillo,Magallanes
PN Torres del Paine--Laguna Espejo,Magallanes
North side of Compu rivermouth viewpoint,Los Lagos
Salar de Carcote--Extremo norte,Antofagasta
fondo en fiordo brooks,Magallanes
Laguna Margarita,Magallanes
Lago del Toro,Magallanes
parque quilquico,Los Lagos
camino los choros,Coquimbo
"Pucon, Camino internacional,",Araucanía
Laguna Chicureo,Región Metropolitana de Santiago
Playa Mar Brava--Humedales,Los Lagos
Bahía Jackson,Magallanes
Muelle Prat,Valparaíso
Salar de Coposa,Tarapacá
Caleta María,Magallanes
Golfo de Penas,Aisén del General Carlos Ibáñez del Campo
Hornopiren,Los Lagos
CL-Biobío-Chillán-Calle Gerona - -36.5957x-72.0637,Ñuble
"277 Miguel Sanchez, Puerto Natales, Magallanes y la Antártica Chilena, CL (-51.723, -72.51)",Magallanes
